CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
40754574035762	San Luis Obispo	Paso Robles Joint Unified	Liberty High (Continuation)	39	0	0	0	0	0	31	2	0	72	1617
40754654030144	San Luis Obispo	Coast Unified	Leffingwell High (Continuation)	2	0	0	0	0	0	2	0	0	4	1617
40754654032009	San Luis Obispo	Coast Unified	Coast Union High	18	1	2	2	0	1	24	0	3	51	1617
41104130113266	San Mateo	San Mateo County Office of Education	Camp Glenwood	3	0	0	2	1	0	0	0	0	6	1617
41104130113332	San Mateo	San Mateo County Office of Education	Gateway Center	2	0	0	0	0	0	3	0	0	5	1617
41104130117143	San Mateo	San Mateo County Office of Education	Canyon Oaks Youth Center	0	0	0	1	0	0	0	0	0	1	1617
41104130128652	San Mateo	San Mateo County Office of Education	Margaret J. Kemp	4	0	0	0	0	1	1	0	0	6	1617
41104134130076	San Mateo	San Mateo County Office of Education	Hillcrest at Youth Services Center	8	0	2	0	0	0	3	0	0	13	1617
41688904130027	San Mateo	Cabrillo Unified	Pilarcitos Alternative High (Continuation)	11	0	0	0	0	0	4	1	0	16	1617
41688904132817	San Mateo	Cabrillo Unified	Half Moon Bay High	107	1	5	0	4	1	112	7	0	237	1617
41689160112284	San Mateo	Jefferson Elementary	California Virtual Academy San Mateo	17	0	5	1	2	1	39	7	1	73	1617
41689240127548	San Mateo	Jefferson Union High	Summit Public School: Shasta	30	0	23	1	7	1	15	13	6	96	1617
41689244133393	San Mateo	Jefferson Union High	Jefferson High	77	0	17	5	101	6	6	6	0	218	1617
41689244135075	San Mateo	Jefferson Union High	Oceana High	24	0	12	1	41	0	19	12	0	109	1617
41689244137535	San Mateo	Jefferson Union High	Terra Nova High	53	0	12	5	21	4	73	25	0	193	1617
41689244137592	San Mateo	Jefferson Union High	Thornton High	46	0	2	3	12	3	11	5	0	82	1617
41689244137790	San Mateo	Jefferson Union High	Westmoor High	55	0	101	2	150	4	24	17	0	353	1617
41689404135331	San Mateo	La Honda-Pescadero Unified	Pescadero High	23	0	0	0	0	0	6	0	0	29	1617
41689990134197	San Mateo	Ravenswood City Elementary	Aspire East Palo Alto Charter	23	0	1	0	0	3	0	0	0	27	1617
41690470000001	San Mateo	San Mateo Union High	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	1617
41690470128165	San Mateo	San Mateo Union High	Peninsula High	37	1	2	5	2	1	8	5	0	61	1617
41690470129759	San Mateo	San Mateo Union High	Design Tech High	1	0	0	0	0	0	3	0	0	4	1617
41690474130217	San Mateo	San Mateo Union High	Aragon High	97	2	76	9	19	5	97	32	0	337	1617
41690474130472	San Mateo	San Mateo Union High	Burlingame High	54	1	42	3	9	2	167	25	0	303	1617
41690474130738	San Mateo	San Mateo Union High	Capuchino High	112	0	30	12	25	4	55	18	0	256	1617
41690474133070	San Mateo	San Mateo Union High	Hillsdale High	74	0	52	7	20	4	128	24	0	309	1617
41690474134557	San Mateo	San Mateo Union High	Mills High	51	0	128	8	29	0	50	17	0	283	1617
41690474136370	San Mateo	San Mateo Union High	San Mateo High	130	0	82	9	16	3	76	31	0	347	1617
41690620000001	San Mateo	Sequoia Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1617
41690620112722	San Mateo	Sequoia Union High	Summit Preparatory Charter High	67	0	5	0	1	0	19	2	2	96	1617
41690620119503	San Mateo	Sequoia Union High	Everest Public High	49	0	3	2	2	1	18	3	0	78	1617
41690620126722	San Mateo	Sequoia Union High	East Palo Alto Academy	54	0	1	3	0	4	0	0	0	62	1617
41690624130993	San Mateo	Sequoia Union High	Carlmont High	104	0	90	5	21	9	228	49	0	506	1617
41690624133716	San Mateo	Sequoia Union High	Menlo-Atherton High	191	1	26	12	11	30	208	35	0	514	1617
41690624135687	San Mateo	Sequoia Union High	Redwood High	112	0	0	14	3	9	6	3	0	147	1617
41690624136693	San Mateo	Sequoia Union High	Sequoia High	203	1	14	12	7	7	150	21	0	415	1617
41690624138053	San Mateo	Sequoia Union High	Woodside High	184	1	5	6	6	8	145	22	0	377	1617
41690704130324	San Mateo	South San Francisco Unified	Baden High (Continuation)	29	0	1	4	4	0	4	1	0	43	1617
41690704132551	San Mateo	South San Francisco Unified	El Camino High	110	0	36	3	142	2	23	24	0	340	1617
41690704137279	San Mateo	South San Francisco Unified	South San Francisco High	124	0	30	9	74	4	13	21	0	275	1617
42104214230157	Santa Barbara	Santa Barbara County Office of Education	Santa Barbara County Juvenile Court	7	1	0	0	0	0	2	0	0	10	1617
42691120111773	Santa Barbara	Blochman Union Elementary	Family Partnership Home Study Charter	21	0	1	0	1	0	35	3	0	61	1617
42691120124255	Santa Barbara	Blochman Union Elementary	Trivium Charter	1	0	0	0	0	0	9	4	0	14	1617
42691464230181	Santa Barbara	Carpinteria Unified	Foothill Alternative High	7	0	0	0	0	0	1	0	0	8	1617
42691464230587	Santa Barbara	Carpinteria Unified	Carpinteria Senior High	113	1	1	0	0	1	32	1	0	149	1617
42691464230595	Santa Barbara	Carpinteria Unified	Rincon High (Continuation)	6	0	0	0	0	0	1	0	0	7	1617
42692294230454	Santa Barbara	Lompoc Unified	Cabrillo High	126	4	6	1	3	8	137	20	0	305	1617
42692294233029	Santa Barbara	Lompoc Unified	Maple High	24	0	0	1	0	6	16	1	0	48	1617
42692294233060	Santa Barbara	Lompoc Unified	Lompoc High	203	4	6	2	1	13	30	11	0	270	1617
42692600116434	Santa Barbara	Orcutt Union Elementary	Orcutt Academy Charter	36	3	5	1	1	3	81	3	0	133	1617
42693100000001	Santa Barbara	Santa Maria Joint Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	1	1	1617
42693100102285	Santa Barbara	Santa Maria Joint Union High	Pioneer Valley High	481	1	2	1	30	6	20	8	3	552	1617
42693104231452	Santa Barbara	Santa Maria Joint Union High	Delta High	258	2	0	0	2	4	27	2	2	297	1617
42693104234613	Santa Barbara	Santa Maria Joint Union High	Ernest Righetti High	275	3	7	1	13	12	124	2	4	441	1617
42693104236030	Santa Barbara	Santa Maria Joint Union High	Santa Maria High	465	1	0	0	5	2	9	3	2	487	1617
42693284230074	Santa Barbara	Santa Ynez Valley Union High	Refugio High	3	0	0	0	0	0	4	0	0	7	1617
42693284236345	Santa Barbara	Santa Ynez Valley Union High	Santa Ynez Valley Union High	76	1	1	0	0	0	105	10	0	193	1617
42750100134866	Santa Barbara	Cuyama Joint Unified	California STEAM Santa Barbara	1	0	0	0	0	0	0	0	0	1	1617
42750104231205	Santa Barbara	Cuyama Joint Unified	Cuyama Valley High	12	1	0	0	0	0	0	0	0	13	1617
42767860120402	Santa Barbara	Santa Barbara Unified	Alta Vista Alternative High	45	1	4	2	0	0	44	2	0	98	1617
42767864231726	Santa Barbara	Santa Barbara Unified	Dos Pueblos Senior High	197	2	26	1	6	8	221	2	0	463	1617
42767864232690	Santa Barbara	Santa Barbara Unified	La Cuesta Continuation High	19	0	0	0	0	0	3	0	0	22	1617
42767864235230	Santa Barbara	Santa Barbara Unified	San Marcos Senior High	222	5	28	1	6	6	212	0	0	480	1617
42767864235727	Santa Barbara	Santa Barbara Unified	Santa Barbara Senior High	270	3	6	1	2	7	164	0	1	454	1617
42769500132894	Santa Barbara	SBE - Olive Grove Charter	Olive Grove Charter	31	0	1	0	0	1	41	5	0	79	1617
43104390000001	Santa Clara	Santa Clara County Office of Education	Nonpublic, Nonsectarian Schools	0	0	0	0	0	1	1	0	0	2	1617
43104390113431	Santa Clara	Santa Clara County Office of Education	University Preparatory Academy Charter	28	0	25	0	3	9	17	0	0	82	1617
43104390123257	Santa Clara	Santa Clara County Office of Education	Downtown College Prep - Alum Rock	35	1	1	0	0	1	2	0	0	40	1617
43104390123794	Santa Clara	Santa Clara County Office of Education	Summit Public School: Tahoma	34	0	7	0	6	1	1	3	0	52	1617
43104390135087	Santa Clara	Santa Clara County Office of Education	Opportunity Youth Academy	44	0	2	0	0	2	6	0	0	54	1617
43104394330254	Santa Clara	Santa Clara County Office of Education	Santa Clara County Court	25	0	0	0	1	3	2	1	0	32	1617
43104394330320	Santa Clara	Santa Clara County Office of Education	Santa Clara County Community	12	0	0	0	0	2	1	0	0	15	1617
43694014330239	Santa Clara	Campbell Union High	Leigh High	44	2	37	0	7	1	235	38	3	367	1617
43694014330759	Santa Clara	Campbell Union High	Boynton High	79	0	9	3	1	7	45	11	0	155	1617
43694014330866	Santa Clara	Campbell Union High	Branham High	73	1	46	2	5	7	154	21	0	309	1617
43694014331955	Santa Clara	Campbell Union High	Del Mar High	148	0	13	2	10	9	41	11	0	234	1617
43694014336137	Santa Clara	Campbell Union High	Prospect High	99	0	55	3	12	12	83	14	0	278	1617
43694014338505	Santa Clara	Campbell Union High	Westmont High	86	3	63	1	6	6	143	14	0	322	1617
43694270000001	Santa Clara	East Side Union High	Nonpublic, Nonsectarian Schools	1	0	1	0	0	0	0	1	0	3	1617
43694270107151	Santa Clara	East Side Union High	Escuela Popular/Center for Training and Careers, F	49	0	0	0	0	0	0	0	0	49	1617
43694270116889	Santa Clara	East Side Union High	KIPP San Jose Collegiate	86	0	18	0	1	0	1	0	0	106	1617
43694270123745	Santa Clara	East Side Union High	Summit Public School: Rainier	59	0	6	0	4	2	12	3	1	87	1617
43694270125427	Santa Clara	East Side Union High	Calero High	38	0	1	1	1	1	7	1	0	50	1617
43694270125617	Santa Clara	East Side Union High	ACE Charter High	46	0	0	0	0	0	0	0	0	46	1617
43694274330015	Santa Clara	East Side Union High	Yerba Buena High	167	0	164	1	28	2	4	1	0	367	1617
43694274330023	Santa Clara	East Side Union High	Santa Teresa High	175	0	105	1	21	23	132	37	0	494	1617
43694274330031	Santa Clara	East Side Union High	Independence High	178	0	291	0	128	16	16	5	0	634	1617
43694274330312	Santa Clara	East Side Union High	Phoenix High	17	0	1	0	0	2	2	0	0	22	1617
43694274330353	Santa Clara	East Side Union High	Pegasus High	58	0	3	3	2	5	3	0	0	74	1617
43694274330361	Santa Clara	East Side Union High	Apollo High	16	0	1	0	1	0	0	0	0	18	1617
43694274330668	Santa Clara	East Side Union High	Latino College Preparatory Academy	98	0	0	0	0	0	1	0	0	99	1617
43694274330676	Santa Clara	East Side Union High	San Jose Conservation Corps Charter	151	0	4	0	2	7	7	2	1	174	1617
43694274330692	Santa Clara	East Side Union High	Evergreen Valley High	117	0	433	3	52	6	38	5	0	654	1617
43694274330726	Santa Clara	East Side Union High	Escuela Popular Accelerated Family Learning	3	0	0	0	0	0	0	0	0	3	1617
43694274332318	Santa Clara	East Side Union High	Foothill High	65	0	11	0	3	3	2	1	0	85	1617
43694274332995	Santa Clara	East Side Union High	Andrew P. Hill High	187	0	144	1	12	8	6	1	0	359	1617
43694274333639	Santa Clara	East Side Union High	James Lick High	158	0	21	2	14	3	8	1	0	207	1617
43694274334900	Santa Clara	East Side Union High	Mt. Pleasant High	219	0	33	3	24	6	14	1	0	300	1617
43694274335204	Santa Clara	East Side Union High	Oak Grove High	199	0	100	2	15	22	28	12	0	378	1617
43694274335428	Santa Clara	East Side Union High	William C. Overfelt High	219	0	27	0	24	5	2	4	0	281	1617
43694274335907	Santa Clara	East Side Union High	Piedmont Hills High	109	0	248	1	55	15	27	31	0	486	1617
43694274337903	Santa Clara	East Side Union High	Silver Creek High	182	0	250	3	63	11	20	1	0	530	1617
43694684331799	Santa Clara	Fremont Union High	Cupertino High	50	0	346	2	16	7	86	25	0	532	1617
43694684332474	Santa Clara	Fremont Union High	Fremont High	180	0	80	9	44	6	89	26	0	434	1617
43694684333316	Santa Clara	Fremont Union High	Homestead High	69	0	222	1	12	10	179	53	0	546	1617
43694684334421	Santa Clara	Fremont Union High	Lynbrook High	10	0	363	0	5	0	40	27	0	445	1617
43694684334462	Santa Clara	Fremont Union High	Monta Vista High	12	1	416	0	4	2	82	16	0	533	1617
43694840114496	Santa Clara	Gilroy Unified	Dr. TJ Owens Gilroy Early College Academy	23	0	12	0	1	0	14	0	0	50	1617
43694840118380	Santa Clara	Gilroy Unified	Christopher High	253	1	21	1	10	11	122	8	4	431	1617
43694844332839	Santa Clara	Gilroy Unified	Gilroy High	210	4	5	0	6	4	59	4	7	299	1617
43694844334850	Santa Clara	Gilroy Unified	Mt. Madonna High	100	0	0	1	2	2	9	3	2	119	1617
43695340000001	Santa Clara	Los Gatos-Saratoga Joint Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	0	0	2	1617
43695344334371	Santa Clara	Los Gatos-Saratoga Joint Union High	Los Gatos High	36	0	45	2	0	3	326	55	3	470	1617
43695344337762	Santa Clara	Los Gatos-Saratoga Joint Union High	Saratoga High	16	0	212	0	3	0	83	23	0	337	1617
43695830000001	Santa Clara	Morgan Hill Unified	Nonpublic, Nonsectarian Schools	0	1	0	0	0	0	0	0	0	1	1617
43695830102368	Santa Clara	Morgan Hill Unified	Ann Sobrato High	118	3	39	1	12	12	117	7	3	312	1617
43695834333951	Santa Clara	Morgan Hill Unified	Live Oak High	113	0	13	1	2	2	91	0	3	225	1617
43695834334488	Santa Clara	Morgan Hill Unified	Central High (Continuation)	56	0	1	0	1	2	16	1	1	78	1617
43696090000001	Santa Clara	Mountain View-Los Altos Union High	Nonpublic, Nonsectarian Schools	0	0	1	0	0	0	0	0	0	1	1617
43696094334116	Santa Clara	Mountain View-Los Altos Union High	Los Altos High	131	0	89	1	8	10	200	9	0	448	1617
43696094334728	Santa Clara	Mountain View-Los Altos Union High	Mountain View High	93	1	94	3	11	11	205	11	0	429	1617
43696094334736	Santa Clara	Mountain View-Los Altos Union High	Alta Vista High	12	0	1	1	1	0	4	0	0	19	1617
43696410000001	Santa Clara	Palo Alto Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	1	0	1	0	3	1617
43696414332904	Santa Clara	Palo Alto Unified	Henry M. Gunn High	39	0	199	1	7	8	169	30	0	453	1617
43696414335782	Santa Clara	Palo Alto Unified	Palo Alto High	36	4	137	2	6	16	228	20	0	449	1617
43696660000001	Santa Clara	San Jose Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1617
43696664330080	Santa Clara	San Jose Unified	Gunderson High	136	2	34	0	6	13	38	5	0	234	1617
43696664330502	Santa Clara	San Jose Unified	Liberty High (Alternative)	94	2	5	0	2	3	22	7	2	137	1617
43696664330585	Santa Clara	San Jose Unified	Downtown College Preparatory	60	0	0	0	2	1	1	3	0	67	1617
43696664330593	Santa Clara	San Jose Unified	Middle College High	4	0	3	1	0	1	12	3	0	24	1617
43696664332110	Santa Clara	San Jose Unified	Broadway High	83	0	0	1	1	2	4	0	0	91	1617
43696664333522	Santa Clara	San Jose Unified	Leland High	44	1	174	0	4	6	180	10	2	421	1617
43696664333795	Santa Clara	San Jose Unified	Abraham Lincoln High	314	2	19	0	6	20	66	7	1	435	1617
43696664335949	Santa Clara	San Jose Unified	Pioneer High	135	1	49	1	11	13	165	5	1	381	1617
43696664337200	Santa Clara	San Jose Unified	San Jose High	194	1	18	2	9	4	10	2	0	240	1617
43696664338950	Santa Clara	San Jose Unified	Willow Glen High	201	4	24	1	9	12	133	4	1	389	1617
43696744330122	Santa Clara	Santa Clara Unified	Santa Clara High	112	4	77	3	53	23	122	19	1	414	1617
43696744330247	Santa Clara	Santa Clara Unified	Wilson Alternative	32	0	6	0	3	1	17	0	0	59	1617
43696744338406	Santa Clara	Santa Clara Unified	New Valley Continuation High	38	1	1	3	2	1	7	2	0	55	1617
43696744338802	Santa Clara	Santa Clara Unified	Adrian Wilcox High	130	2	142	3	27	12	95	13	1	425	1617
43733874331039	Santa Clara	Milpitas Unified	Calaveras Hills	34	1	4	2	7	4	5	1	0	58	1617
43733874334470	Santa Clara	Milpitas Unified	Milpitas High	115	1	325	7	154	19	56	18	0	695	1617
44104474430146	Santa Cruz	Santa Cruz County Office of Education	Santa Cruz County Court	17	0	0	0	0	1	0	0	0	18	1617
44104474430252	Santa Cruz	Santa Cruz County Office of Education	Pacific Collegiate Charter	11	0	2	0	0	1	50	8	0	72	1617
44104474430278	Santa Cruz	Santa Cruz County Office of Education	Santa Cruz County Community	108	1	4	1	0	5	125	10	6	260	1617
44697650100305	Santa Cruz	Live Oak Elementary	Cypress Charter High	3	1	0	0	0	0	30	1	0	35	1617
44697990105858	Santa Cruz	Pajaro Valley Unified	Pajaro Valley High	280	1	0	0	3	1	4	0	0	289	1617
44697990117804	Santa Cruz	Pajaro Valley Unified	Ceiba College Preparatory Academy	58	0	0	0	0	0	1	0	0	59	1617
44697994430203	Santa Cruz	Pajaro Valley Unified	New School Community Day	10	0	0	0	0	0	0	0	0	10	1617
44697994430229	Santa Cruz	Pajaro Valley Unified	Pacific Coast Charter	62	1	0	0	1	1	15	0	0	80	1617
44697994430245	Santa Cruz	Pajaro Valley Unified	Diamond Technology Institute	6	0	0	0	0	0	0	0	0	6	1617
44697994430518	Santa Cruz	Pajaro Valley Unified	Aptos High	97	1	7	1	4	2	167	0	0	279	1617
44697994437794	Santa Cruz	Pajaro Valley Unified	Renaissance High Continuation	64	0	0	0	0	0	1	0	0	65	1617
44697994437901	Santa Cruz	Pajaro Valley Unified	Watsonville High	322	0	0	0	2	2	5	0	0	331	1617
44698070110007	Santa Cruz	San Lorenzo Valley Unified	Ocean Grove Charter	24	0	2	0	0	1	29	11	3	70	1617
44698074430179	Santa Cruz	San Lorenzo Valley Unified	SLVUSD Charter	0	0	0	0	0	0	18	0	0	18	1617
44698074436754	Santa Cruz	San Lorenzo Valley Unified	San Lorenzo Valley High	16	0	4	1	2	2	144	5	0	174	1617
44698234430096	Santa Cruz	Santa Cruz City High	Ark Independent Studies	7	1	1	0	0	2	12	1	0	24	1617
44698234430187	Santa Cruz	Santa Cruz City High	Delta Charter	13	3	1	0	1	0	36	2	0	56	1617
44698234430195	Santa Cruz	Santa Cruz City High	Alternative Family Education	0	0	1	0	0	0	17	1	0	19	1617
44698234432340	Santa Cruz	Santa Cruz City High	Harbor High	101	0	6	1	1	2	64	7	0	182	1617
44698234436960	Santa Cruz	Santa Cruz City High	Costanoa Continuation High	15	0	0	0	0	2	12	1	0	30	1617
44698234437109	Santa Cruz	Santa Cruz City High	Santa Cruz High	56	1	4	1	1	2	138	10	0	213	1617
44698234437406	Santa Cruz	Santa Cruz City High	Soquel High	71	0	8	0	7	3	143	8	0	240	1617
44754324430211	Santa Cruz	Scotts Valley Unified	Scotts Valley High	26	0	7	1	1	0	141	8	0	184	1617
45104540132647	Shasta	Shasta County Office of Education	Shasta County Independent Study Charter	3	3	0	0	1	0	13	0	0	20	1617
45104544530150	Shasta	Shasta County Office of Education	Shasta County Juvenile Court	1	0	0	0	0	0	9	3	0	13	1617
45104544530317	Shasta	Shasta County Office of Education	Career Pathways to Success Community School	0	0	0	0	0	0	1	0	0	1	1617
45698564530028	Shasta	Anderson Union High	West Valley High	34	9	3	0	0	0	139	5	1	191	1617
45698564530051	Shasta	Anderson Union High	Oakview High (Alternative)	7	3	3	0	0	2	20	1	0	36	1617
45698564530333	Shasta	Anderson Union High	Anderson New Technology High	3	0	2	0	0	0	26	1	0	32	1617
45698564530762	Shasta	Anderson Union High	North Valley High	5	1	0	1	0	1	12	1	1	22	1617
45698564530804	Shasta	Anderson Union High	Anderson High	24	8	4	0	0	5	70	0	0	111	1617
45699894530010	Shasta	Fall River Joint Unified	Mountain View High (Continuation)	1	2	0	0	0	0	10	2	0	15	1617
45699894530226	Shasta	Fall River Joint Unified	Soldier Mountain High (Continuation)	3	3	0	0	0	0	7	0	0	13	1617
45699894531000	Shasta	Fall River Joint Unified	Burney Junior-Senior High	2	6	1	0	0	0	17	2	0	28	1617
45699894533600	Shasta	Fall River Joint Unified	Fall River Junior-Senior High	8	2	0	0	0	0	15	2	0	27	1617
45701104530341	Shasta	Redding Elementary	Stellar Secondary Charter High	4	0	0	0	1	0	12	1	0	18	1617
45701360000001	Shasta	Shasta Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	0	0	2	1617
45701360106013	Shasta	Shasta Union High	University Preparatory	9	0	9	0	0	1	86	13	0	118	1617
45701364530044	Shasta	Shasta Union High	Foothill High	39	5	3	0	2	0	237	16	1	303	1617
45701364530200	Shasta	Shasta Union High	Pioneer Continuation High	14	3	4	0	0	3	53	5	1	83	1617
45701364530267	Shasta	Shasta Union High	Shasta Charter Academy	12	2	2	0	0	0	61	3	0	80	1617
45701364530309	Shasta	Shasta Union High	North State Independence High	4	1	1	0	1	0	34	3	0	44	1617
45701364532750	Shasta	Shasta Union High	Enterprise High	43	5	15	1	3	9	152	16	2	246	1617
45701364537304	Shasta	Shasta Union High	Shasta High	39	19	16	0	7	7	247	3	0	338	1617
45701690129957	Shasta	Whitmore Union Elementary	Northern Summit Academy	3	0	0	0	0	0	8	0	0	11	1617
45701690134031	Shasta	Whitmore Union Elementary	New Day Academy - Shasta	0	0	0	0	0	0	1	0	0	1	1617
45752670120170	Shasta	Gateway Unified	Academy of Personalized Learning	6	1	0	0	0	0	37	0	0	44	1617
45752674530077	Shasta	Gateway Unified	Mountain Lakes High	1	0	0	0	0	0	15	0	0	16	1617
45752674530101	Shasta	Gateway Unified	Gateway Educational Options	3	1	0	0	0	0	13	0	0	17	1617
45752674531901	Shasta	Gateway Unified	Central Valley High	19	9	5	1	0	5	62	1	0	102	1617
46701774632303	Sierra	Sierra-Plumas Joint Unified	Downieville Junior-Senior High	1	0	0	0	0	0	1	0	0	2	1617
46701774634259	Sierra	Sierra-Plumas Joint Unified	Loyalton High	5	0	0	0	0	0	16	0	1	22	1617
47104700117168	Siskiyou	Siskiyou County Office of Education	Golden Eagle Charter	6	1	0	0	0	0	33	6	0	46	1617
47104704730032	Siskiyou	Siskiyou County Office of Education	J. Everett Barr Court	1	0	0	0	0	0	3	1	0	5	1617
47702504732707	Siskiyou	Dunsmuir Joint Union High	Dunsmuir High	2	1	0	0	0	1	8	1	0	13	1617
47704664730057	Siskiyou	Siskiyou Union High	Jefferson High (Continuation)	1	1	0	0	0	0	5	0	0	7	1617
47704664730123	Siskiyou	Siskiyou Union High	South County Community Day	0	0	0	0	0	0	1	0	0	1	1617
47704664734356	Siskiyou	Siskiyou Union High	Happy Camp High	2	5	0	1	0	0	6	0	0	14	1617
47704664734901	Siskiyou	Siskiyou Union High	McCloud High	0	0	0	0	0	0	2	1	0	3	1617
47704664735403	Siskiyou	Siskiyou Union High	Mt. Shasta High	9	1	6	1	0	0	56	6	1	80	1617
47704664738753	Siskiyou	Siskiyou Union High	Weed High	5	1	4	0	0	2	18	0	0	30	1617
47705164739207	Siskiyou	Yreka Union High	Yreka High	24	6	2	0	0	1	91	8	1	133	1617
47736844731253	Siskiyou	Butte Valley Unified	Butte Valley High	8	1	0	0	0	0	6	1	0	16	1617
47764554730107	Siskiyou	Scott Valley Unified	Scott River High	3	1	0	0	0	0	4	0	0	8	1617
47764554733309	Siskiyou	Scott Valley Unified	Etna Union High	6	6	1	1	0	0	24	1	0	39	1617
48104884830071	Solano	Solano County Office of Education	Solano Juvenile Detention Facility	7	1	0	0	0	8	2	1	0	19	1617
48104886089668	Solano	Solano County Office of Education	Solano County Community	1	0	0	0	0	2	0	0	0	3	1617
48705240118968	Solano	Benicia Unified	Community Day	1	0	0	0	0	1	2	0	0	4	1617
48705244830048	Solano	Benicia Unified	Liberty High	8	1	0	0	1	2	15	3	0	30	1617
48705244831004	Solano	Benicia Unified	Benicia High	63	1	23	1	29	34	197	43	3	394	1617
48705324830055	Solano	Dixon Unified	Maine Prairie High (Continuation)	9	0	0	0	0	0	2	0	0	11	1617
48705324832259	Solano	Dixon Unified	Dixon High	134	2	0	0	3	4	103	7	3	256	1617
48705400122093	Solano	Fairfield-Suisun Unified	H. Glenn Richardson	0	0	0	0	0	0	1	0	0	1	1617
48705400123356	Solano	Fairfield-Suisun Unified	Matt Garcia Career and College Academy	7	0	0	0	0	4	0	0	0	11	1617
48705400125310	Solano	Fairfield-Suisun Unified	Public Safety Academy	13	0	3	1	7	5	8	5	0	42	1617
48705404830170	Solano	Fairfield-Suisun Unified	Angelo Rodriguez High	93	1	19	2	64	55	95	25	0	354	1617
48705404830451	Solano	Fairfield-Suisun Unified	Armijo High	179	6	29	4	60	72	84	34	0	468	1617
48705404833000	Solano	Fairfield-Suisun Unified	Fairfield High	105	2	17	7	23	63	33	16	0	266	1617
48705404836003	Solano	Fairfield-Suisun Unified	Sem Yeto Continuation High	36	1	2	1	3	15	11	7	0	76	1617
48705654830022	Solano	Travis Unified	Travis Education Center	17	0	1	0	2	5	15	1	0	41	1617
48705654830162	Solano	Travis Unified	Travis Independent Study	1	0	0	0	0	2	1	1	0	5	1617
48705654838801	Solano	Travis Unified	Vanden High	81	1	27	8	50	41	106	35	1	350	1617
48705730135095	Solano	Vacaville Unified	Ernest Kimme Charter Academy for Independent Learn	12	0	1	1	0	7	29	1	4	55	1617
48705734830089	Solano	Vacaville Unified	Will C. Wood High	124	1	12	2	20	32	142	14	1	348	1617
48705734830113	Solano	Vacaville Unified	Elise P. Buckingham Charter Magnet High	19	0	4	0	7	6	48	6	2	92	1617
48705734833869	Solano	Vacaville Unified	Country High	28	1	0	0	3	8	27	3	2	72	1617
48705734837803	Solano	Vacaville Unified	Vacaville High	126	5	11	4	12	16	231	13	0	418	1617
48705810101980	Solano	Vallejo City Unified	Vallejo Education Academy	0	0	0	0	1	0	0	0	0	1	1617
48705814830147	Solano	Vallejo City Unified	Jesse M. Bethel High	81	1	13	6	82	87	8	7	0	285	1617
48705814830196	Solano	Vallejo City Unified	MIT Academy	35	0	1	1	16	13	16	0	0	82	1617
48705814838058	Solano	Vallejo City Unified	John Finney High (Continuation)	24	1	0	0	8	37	5	1	0	76	1617
48705814838504	Solano	Vallejo City Unified	Vallejo High	129	1	5	4	56	71	11	4	2	283	1617
49104960000001	Sonoma	Sonoma County Office of Education	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	2	0	0	3	1617
49104964930079	Sonoma	Sonoma County Office of Education	Sonoma County Court	3	0	0	0	0	2	3	0	0	8	1617
49104964930343	Sonoma	Sonoma County Office of Education	Sonoma County Alternative Education Programs	7	0	0	0	0	0	4	0	0	11	1617
49706074930327	Sonoma	West Sonoma County Union High	Laguna High	10	0	1	0	0	2	16	2	0	31	1617
49706074930400	Sonoma	West Sonoma County Union High	Analy High	46	2	11	0	1	3	237	15	0	315	1617
49706074931507	Sonoma	West Sonoma County Union High	El Molino High	24	3	2	0	1	1	96	1	0	128	1617
49706150127662	Sonoma	Bellevue Union	Stony Point Academy	1	0	0	0	0	0	0	0	0	1	1617
49706564930848	Sonoma	Cloverdale Unified	Johanna Echols-Hansen High (Continuation)	2	0	0	0	0	0	0	0	0	2	1617
49706564930855	Sonoma	Cloverdale Unified	Cloverdale High	54	3	1	0	0	0	46	1	0	105	1617
49707060129981	Sonoma	Geyserville Unified	Geyserville New Tech Academy	9	0	1	0	0	0	5	0	0	15	1617
49707064930053	Sonoma	Geyserville Unified	Buena Vista High	1	0	0	0	0	0	1	0	0	2	1617
49707306120588	Sonoma	Harmony Union Elementary	Pathways Charter	17	1	2	0	1	0	15	3	1	40	1617
49707970107284	Sonoma	Liberty Elementary	California Virtual Academy @ Sonoma	11	0	1	1	1	0	29	2	3	48	1617
49707970134296	Sonoma	Liberty Elementary	California STEAM Sonoma	0	0	0	0	2	0	0	0	0	2	1617
49708390120584	Sonoma	Oak Grove Union Elementary	Pivot Online Charter - North Bay	22	1	3	0	0	1	19	2	0	48	1617
49708540132357	Sonoma	Petaluma City Elementary	South County Consortium	0	0	0	0	0	0	3	0	0	3	1617
